file,header,year,seq_len,uncompressed_bytes,zlib_bytes,compression_ratio,bytes_per_base,bits_per_base,two_bit_bytes,ratio_vs_2bit,excess_bits_per_base,overhead_bits_hat,bits_per_base_corrected,ncbi_accession,ncbi_submission_date,ncbi_n_contigs
GCA_044570775.1_ASM4457077v1_genomic.fna,"CP172461.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1140 chromosome, complete genome",2024,5028739,5028739,1407061,0.27980394289701654,0.27980394289701654,2.2384315431761324,1257185,1.1192155490242088,0.23843154317613235,29039924.0,0.0,GCA_044570775.1,2024-11-06,1
GCA_044571215.1_ASM4457121v1_genomic.fna,"CP172464.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0886 chromosome, complete genome",2024,4931172,4931172,1378931,0.27963555114281147,0.27963555114281147,2.2370844091424917,1232793,1.1185422045712459,0.23708440914249174,28451924.0,0.0,GCA_044571215.1,2024-11-06,1
GCA_044570745.1_ASM4457074v1_genomic.fna,"CP172463.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1004 chromosome, complete genome",2024,4955554,4955554,1386318,0.2797503568723093,0.2797503568723093,2.2380028549784745,1238889,1.119000975874352,0.2380028549784745,28601924.0,0.0,GCA_044570745.1,2024-11-06,1
GCA_044570865.1_ASM4457086v1_genomic.fna,"CP172462.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1075 chromosome, complete genome",2024,5049586,5049586,1412697,0.27976491538118176,0.27976491538118176,2.238119323049454,1262397,1.1190592182966215,0.23811932304945405,29165924.0,0.0,GCA_044570865.1,2024-11-06,1
GCA_044571225.1_ASM4457122v1_genomic.fna,"CP172470.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1124 chromosome, complete genome",2024,5020834,5020834,1404556,0.27974555621635766,0.27974555621635766,2.2379644497308613,1255209,1.1189817791300094,0.23796444973086128,28991924.0,0.0,GCA_044571225.1,2024-11-06,1
GCA_044571355.1_ASM4457135v1_genomic.fna,"CP172466.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1396 chromosome, complete genome",2024,4967120,4967120,1389330,0.2797053423311698,0.2797053423311698,2.2376427386493583,1241780,1.1188213693246791,0.23764273864935825,28667924.0,0.0,GCA_044571355.1,2024-11-06,1
GCA_044572045.1_ASM4457204v1_genomic.fna,"CP172465.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1424 chromosome, complete genome",2024,5125807,5125807,1433892,0.27973975610084423,0.27973975610084423,2.237918048806754,1281452,1.1189588061043254,0.23791804880675382,29621924.0,0.0,GCA_044572045.1,2024-11-06,1
GCA_044572775.1_ASM4457277v1_genomic.fna,"CP172467.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1395 chromosome, complete genome",2024,4925248,4925248,1377825,0.27974733455046324,0.27974733455046324,2.237978676403706,1231312,1.118989338201853,0.23797867640370596,28415924.0,0.0,GCA_044572775.1,2024-11-06,1
GCA_044572195.1_ASM4457219v1_genomic.fna,"CP172479.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0557 chromosome, complete genome",2024,4964602,4964602,1388398,0.27965947723503315,0.27965947723503315,2.237275817880265,1241151,1.1186374582947602,0.2372758178802652,28655924.0,0.0,GCA_044572195.1,2024-11-06,1
GCA_044572055.1_ASM4457205v1_genomic.fna,"CP172471.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1120 chromosome, complete genome ;(+1 contigs)",2024,4971012,4971012,1388336,0.2792863907791814,0.2792863907791814,2.234291126233451,1242753,1.1171455631167255,0.23429112623345105,28691924.0,0.0,GCA_044572055.1,2024-11-06,2
GCA_044572845.1_ASM4457284v1_genomic.fna,"CP172492.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0380 chromosome, complete genome",2024,4958060,4958060,1386540,0.2796537355336563,0.2796537355336563,2.2372298842692504,1239515,1.1186149421346252,0.2372298842692504,28613924.0,0.0,GCA_044572845.1,2024-11-06,1
GCA_044572895.1_ASM4457289v1_genomic.fna,"CP172491.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0382 chromosome, complete genome",2024,4968457,4968457,1389483,0.2796608685553684,0.2796608685553684,2.2372869484429474,1242115,1.1186427987746705,0.2372869484429474,28673924.0,0.0,GCA_044572895.1,2024-11-06,1
GCA_044573475.1_ASM4457347v1_genomic.fna,"CP172473.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0995 chromosome, complete genome",2024,4955552,4955552,1386322,0.27975127695158886,0.27975127695158886,2.238010215612711,1238888,1.1190051078063554,0.23801021561271085,28601924.0,0.0,GCA_044573475.1,2024-11-06,1
GCA_044573465.1_ASM4457346v1_genomic.fna,"CP172468.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1180 chromosome, complete genome ;(+1 contigs)",2024,5087683,5087683,1423027,0.2797004058625508,0.2797004058625508,2.2376032469004064,1271921,1.1188014035462894,0.23760324690040635,29393924.0,0.0,GCA_044573465.1,2024-11-06,2
GCA_044574055.1_ASM4457405v1_genomic.fna,"CP172474.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0867 chromosome, complete genome",2024,4956286,4956286,1386542,0.27975423532863114,0.27975423532863114,2.238033882629049,1239072,1.1190164897600785,0.23803388262904912,28601924.0,0.0,GCA_044574055.1,2024-11-06,1
GCA_044573485.1_ASM4457348v1_genomic.fna,"CP172482.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0465 chromosome, complete genome",2024,4968742,4968742,1386926,0.27913021042348346,0.27913021042348346,2.2330416833878677,1242186,1.116520392276197,0.23304168338786768,28679924.0,0.0,GCA_044573485.1,2024-11-06,1
GCA_044574065.1_ASM4457406v1_genomic.fna,"CP172475.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0851 chromosome, complete genome ;(+2 contigs)",2024,5066404,5066404,1416728,0.2796318651256394,0.2796318651256394,2.2370549210051154,1266601,1.1185274605025577,0.23705492100511538,29261924.0,0.0,GCA_044574065.1,2024-11-06,3
GCA_044574075.1_ASM4457407v1_genomic.fna,"CP172478.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0776 chromosome, complete genome",2024,5041781,5041781,1410499,0.27976205233825113,0.27976205233825113,2.238096418706009,1260446,1.1190475434885747,0.23809641870600906,29117924.0,0.0,GCA_044574075.1,2024-11-06,1
GCA_044574305.1_ASM4457430v1_genomic.fna,"CP172481.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0479 chromosome, complete genome",2024,4879987,4879987,1365724,0.279862220944441,0.279862220944441,2.238897767555528,1219997,1.119448654381937,0.23889776755552816,28145924.0,0.0,GCA_044574305.1,2024-11-06,1
GCA_044574295.1_ASM4457429v1_genomic.fna,"CP172480.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0550 chromosome, complete genome",2024,4958059,4958059,1386530,0.2796517750192162,0.2796517750192162,2.2372142001537294,1239515,1.1186068744629956,0.2372142001537294,28613924.0,0.0,GCA_044574295.1,2024-11-06,1
GCA_044574285.1_ASM4457428v1_genomic.fna,"CP172486.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0423 chromosome, complete genome ;(+2 contigs)",2024,5183312,5183312,1448048,0.27936732344107396,0.27936732344107396,2.2349385875285916,1295828,1.1174692937642958,0.23493858752859165,29963924.0,0.0,GCA_044574285.1,2024-11-06,3
GCA_044574415.1_ASM4457441v1_genomic.fna,"CP172498.1 Salmonella enterica subsp. enterica serovar Agona strain R23.2064 chromosome, complete genome ;(+1 contigs)",2024,5109066,5109066,1429178,0.27973371258073393,0.27973371258073393,2.2378697006458714,1277267,1.1189344123037706,0.23786970064587143,29519924.0,0.0,GCA_044574415.1,2024-11-06,2
GCA_044574425.1_ASM4457442v1_genomic.fna,"CP172483.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0455 chromosome, complete genome ;(+1 contigs)",2024,5068934,5068934,1417509,0.27964637140669024,0.27964637140669024,2.237170971253522,1267234,1.1185850442775367,0.23717097125352193,29279924.0,0.0,GCA_044574425.1,2024-11-06,2
GCA_044574495.1_ASM4457449v1_genomic.fna,"CP172515.1 Salmonella enterica subsp. enterica serovar Agona strain R22.3739 chromosome, complete genome ;(+2 contigs)",2024,5204389,5204389,1456371,0.27983515452054025,0.27983515452054025,2.238681236164322,1301098,1.1193399728536975,0.23868123616432202,30089924.0,0.0,GCA_044574495.1,2024-11-06,3
GCA_044575555.1_ASM4457555v1_genomic.fna,"CP172497.1 Salmonella enterica subsp. enterica serovar Agona strain R23.2292 chromosome, complete genome",2024,5031609,5031609,1407643,0.27976001314887544,0.27976001314887544,2.2380801051910035,1257903,1.1190393853898115,0.23808010519100353,29057924.0,0.0,GCA_044575555.1,2024-11-06,1
GCA_044575585.1_ASM4457558v1_genomic.fna,"CP172488.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0415 chromosome, complete genome",2024,4975519,4975519,1391439,0.2796570568819052,0.2796570568819052,2.2372564550552414,1243880,1.1186280027012252,0.2372564550552414,28721924.0,0.0,GCA_044575585.1,2024-11-06,1
GCA_044575905.1_ASM4457590v1_genomic.fna,"CP172490.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0399 chromosome, complete genome ;(+1 contigs)",2024,5057106,5057106,1414202,0.27964650137845637,0.27964650137845637,2.237172011027651,1264277,1.11858556313213,0.23717201102765095,29207924.0,0.0,GCA_044575905.1,2024-11-06,2
GCA_044577925.1_ASM4457792v1_genomic.fna,"CP172496.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0151 chromosome, complete genome",2024,5008778,5008778,1401178,0.2797444805898764,0.2797444805898764,2.237955844719011,1252195,1.1189774755529291,0.2379558447190111,28919924.0,0.0,GCA_044577925.1,2024-11-06,1
GCA_044577955.1_ASM4457795v1_genomic.fna,"CP172495.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0198 chromosome, complete genome",2024,4958052,4958052,1386942,0.27973526699598955,0.27973526699598955,2.2378821359679164,1239513,1.1189410679839582,0.2378821359679164,28613924.0,0.0,GCA_044577955.1,2024-11-06,1
GCA_044578495.1_ASM4457849v1_genomic.fna,"CP172500.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1950 chromosome, complete genome",2024,4919004,4919004,1375879,0.2797068268291711,0.2797068268291711,2.2376546146333687,1229751,1.1188273073166843,0.23765461463336868,28379924.0,0.0,GCA_044578495.1,2024-11-06,1
GCA_044580425.1_ASM4458042v1_genomic.fna,"CP172514.1 Salmonella enterica subsp. enterica serovar Agona strain R23.0719 chromosome, complete genome ;(+1 contigs)",2024,5042352,5042352,1409966,0.27962466721879,0.27962466721879,2.23699733775032,1260588,1.11849866887516,0.23699733775031984,29117924.0,0.0,GCA_044580425.1,2024-11-06,2
GCA_044580495.1_ASM4458049v1_genomic.fna,"CP172501.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1934 chromosome, complete genome",2024,4997230,4997230,1397729,0.2797007542178367,0.2797007542178367,2.2376060337426935,1249308,1.118802569102255,0.2376060337426935,28847924.0,0.0,GCA_044580495.1,2024-11-06,1
GCA_044582115.1_ASM4458211v1_genomic.fna,"CP172502.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1932 chromosome, complete genome",2024,4931171,4931171,1378925,0.2796343911010184,0.2796343911010184,2.237075128808147,1232793,1.1185373375741101,0.23707512880814718,28451924.0,0.0,GCA_044582115.1,2024-11-06,1
GCA_044580965.1_ASM4458096v1_genomic.fna,"CP172508.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1319 chromosome, complete genome",2024,4970096,4970096,1389414,0.27955476111527827,0.27955476111527827,2.236438088922226,1242524,1.118219044461113,0.23643808892222618,28685924.0,0.0,GCA_044580965.1,2024-11-06,1
GCA_044582835.1_ASM4458283v1_genomic.fna,"CP172494.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0199 chromosome, complete genome ;(+1 contigs)",2024,5058839,5058839,1414496,0.27960881933581994,0.27960881933581994,2.2368705546865595,1264710,1.1184350562579564,0.2368705546865595,29219924.0,0.0,GCA_044582835.1,2024-11-06,2
GCA_044583005.1_ASM4458300v1_genomic.fna,"CP172524.1 Salmonella enterica subsp. enterica serovar Agona strain R22.3671 chromosome, complete genome ;(+1 contigs)",2024,5098451,5098451,1425848,0.27966297999137385,0.27966297999137385,2.237303839930991,1274613,1.1186517005553842,0.2373038399309908,29453924.0,0.0,GCA_044583005.1,2024-11-06,2
GCA_044583655.1_ASM4458365v1_genomic.fna,"CP172503.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1883 chromosome, complete genome ;(+2 contigs)",2024,5161727,5161727,1444018,0.2797548184938878,0.2797548184938878,2.2380385479511022,1290432,1.119019057183951,0.23803854795110224,29837924.0,0.0,GCA_044583655.1,2024-11-06,3
GCA_044583835.1_ASM4458383v1_genomic.fna,"CP172509.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1188 chromosome, complete genome",2024,5034431,5034431,1407930,0.27966020390387714,0.27966020390387714,2.237281631231017,1258608,1.11864059341749,0.2372816312310171,29069924.0,0.0,GCA_044583835.1,2024-11-06,1
GCA_044583665.1_ASM4458366v1_genomic.fna,"CP172522.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1075 chromosome, complete genome ;(+1 contigs)",2024,5119355,5119355,1432083,0.27973895148900596,0.27973895148900596,2.2379116119120477,1279839,1.1189555873824755,0.23791161191204768,29579924.0,0.0,GCA_044583665.1,2024-11-06,2
GCA_044583885.1_ASM4458388v1_genomic.fna,"CP172506.1 Salmonella enterica subsp. enterica serovar Agona strain R23.1797 chromosome, complete genome ;(+1 contigs)",2024,5078243,5078243,1420756,0.2797731420099432,0.2797731420099432,2.2381851360795455,1269561,1.1190923476697852,0.2381851360795455,29333924.0,0.0,GCA_044583885.1,2024-11-06,2
GCA_044583895.1_ASM4458389v1_genomic.fna,"CP172526.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1632 chromosome, complete genome ;(+1 contigs)",2024,5115990,5115990,1430952,0.2797018758832601,0.2797018758832601,2.237615007066081,1278998,1.1188070661564755,0.23761500706608096,29561924.0,0.0,GCA_044583895.1,2024-11-06,2
GCA_044584205.1_ASM4458420v1_genomic.fna,"CP172510.1 Salmonella enterica subsp. enterica serovar Agona strain R23.0757 chromosome, complete genome ;(+2 contigs)",2024,5129716,5129716,1434610,0.27966655463967205,0.27966655463967205,2.2373324371173764,1282429,1.1186662185586882,0.2373324371173764,29645924.0,0.0,GCA_044584205.1,2024-11-06,3
GCA_044584895.1_ASM4458489v1_genomic.fna,"CP172518.1 Salmonella enterica subsp. enterica serovar Agona strain R22.1611 chromosome, complete genome ;(+1 contigs)",2024,4973199,4973199,1391150,0.279729405559681,0.279729405559681,2.237835244477448,1243300,1.118917397249256,0.23783524447744808,28703924.0,0.0,GCA_044584895.1,2024-11-06,2
GCA_044585285.1_ASM4458528v1_genomic.fna,"CP172521.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1694 chromosome, complete genome",2024,5021501,5021501,1404804,0.2797577855704898,0.2797577855704898,2.2380622845639184,1255376,1.1190304737385453,0.23806228456391842,28997924.0,0.0,GCA_044585285.1,2024-11-06,1
GCA_044584905.1_ASM4458490v1_genomic.fna,"CP172520.1 Salmonella enterica subsp. enterica serovar Agona strain R22.0162 chromosome, complete genome",2024,4966042,4966042,1388283,0.27955522728160576,0.27955522728160576,2.236441818252846,1241511,1.1182204587796645,0.23644181825284605,28661924.0,0.0,GCA_044584905.1,2024-11-06,1
GCA_044585405.1_ASM4458540v1_genomic.fna,"CP172528.1 Salmonella enterica subsp. enterica serovar Agona strain R24.1631 chromosome, complete genome ;(+1 contigs)",2024,5115988,5115988,1430952,0.27970198522748685,0.27970198522748685,2.237615881819895,1278997,1.1188079409099474,0.2376158818198948,29561924.0,0.0,GCA_044585405.1,2024-11-06,2
GCA_044585415.1_ASM4458541v1_genomic.fna,"CP172533.1 Salmonella enterica subsp. enterica serovar Agona strain R16.0384 chromosome, complete genome ;(+2 contigs)",2024,5242235,5242235,1467261,0.2798922596945768,0.2798922596945768,2.2391380775566145,1310559,1.1195688252112266,0.23913807755661454,30317924.0,0.0,GCA_044585415.1,2024-11-06,3
GCA_044585425.1_ASM4458542v1_genomic.fna,"CP172530.1 Salmonella enterica subsp. enterica serovar Agona strain R22.3648 chromosome, complete genome ;(+2 contigs)",2024,5229359,5229359,1462924,0.2797520690394368,0.2797520690394368,2.2380165523154942,1307340,1.119008062172044,0.23801655231549423,30239924.0,0.0,GCA_044585425.1,2024-11-06,3
GCA_044585995.1_ASM4458599v1_genomic.fna,CP172785.1 Salmonella enterica subsp. enterica serovar Agona strain R24.0753,2024,4961779,4961779,1387827,0.27970350956783846,0.27970350956783846,2.2376280765427077,1240445,1.118813812784928,0.23762807654270768,28637924.0,0.0,GCA_044585995.1,2024-11-06,1
GCA_044586005.1_ASM4458600v1_genomic.fna,"CP172786.1 Salmonella enterica subsp. enterica serovar Agona strain R23.2188 chromosome, complete genome",2024,4958887,4958887,1386530,0.27960508073686696,0.27960508073686696,2.2368406458949357,1239722,1.1184200974089353,0.2368406458949357,28619924.0,0.0,GCA_044586005.1,2024-11-06,1
GCA_044586375.1_ASM4458637v1_genomic.fna,"CP172788.1 Salmonella enterica subsp. enterica serovar Agona strain R22.2460 chromosome, complete genome ;(+5 contigs)",2024,5151104,5151104,1440819,0.2797107183236836,0.2797107183236836,2.237685746589469,1287776,1.1188428732947344,0.23768574658946884,29771924.0,0.0,GCA_044586375.1,2024-11-06,6
GCA_044586775.1_ASM4458677v1_genomic.fna,"CP172809.1 Salmonella enterica subsp. enterica serovar Agona strain R22.3595 chromosome, complete genome ;(+1 contigs)",2024,5115990,5115990,1430949,0.27970128948649237,0.27970128948649237,2.237610315891939,1278998,1.1188047205703215,0.23761031589193893,29561924.0,0.0,GCA_044586775.1,2024-11-06,2
GCA_044586765.1_ASM4458676v1_genomic.fna,"CP172787.1 Salmonella enterica subsp. enterica serovar Agona strain R23.0130 chromosome, complete genome",2024,4958960,4958960,1386708,0.2796368593414748,0.2796368593414748,2.2370948747317985,1239740,1.1185474373658992,0.23709487473179847,28619924.0,0.0,GCA_044586765.1,2024-11-06,1
GCA_044586905.1_ASM4458690v1_genomic.fna,"CP172800.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1572 chromosome, complete genome ;(+2 contigs)",2024,5225142,5225142,1461521,0.2797093361290468,0.2797093361290468,2.2376746890323744,1306286,1.1188369162648915,0.23767468903237443,30215924.0,0.0,GCA_044586905.1,2024-11-06,3
GCA_044587435.1_ASM4458743v1_genomic.fna,"CP172794.1 Salmonella enterica subsp. enterica serovar Agona strain R22.2200 chromosome, complete genome ;(+2 contigs)",2024,5110670,5110670,1429357,0.2796809420291273,0.2796809420291273,2.2374475362330184,1277668,1.118723330317422,0.2374475362330184,29531924.0,0.0,GCA_044587435.1,2024-11-06,3
GCA_044587465.1_ASM4458746v1_genomic.fna,"CP172797.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1643 chromosome, complete genome ;(+2 contigs)",2024,5220444,5220444,1460136,0.27969575001666525,0.27969575001666525,2.237566000133322,1305111,1.118783000066661,0.23756600013332196,30185924.0,0.0,GCA_044587465.1,2024-11-06,3
GCA_044588365.1_ASM4458836v1_genomic.fna,"CP172803.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1246 chromosome, complete genome ;(+1 contigs)",2024,5095898,5095898,1425252,0.27968613186527674,0.27968613186527674,2.237489054922214,1273975,1.11874408838478,0.23748905492221395,29441924.0,0.0,GCA_044588365.1,2024-11-06,2
GCA_044880545.1_ASM4488054v1_genomic.fna,"CP173222.1 Salmonella enterica subsp. enterica strain CDC K-1891 chromosome, complete genome",2024,4677117,4677117,1309909,0.28006761430171623,0.28006761430171623,2.24054091441373,1169280,1.1202697386425835,0.24054091441372982,26927924.0,0.0,GCA_044880545.1,2024-11-13,1
GCA_044588845.1_ASM4458884v1_genomic.fna,"CP172805.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1072 chromosome, complete genome ;(+1 contigs)",2024,5098486,5098486,1426296,0.27974892938805757,0.27974892938805757,2.2379914351044605,1274622,1.118995278600244,0.23799143510446052,29453924.0,0.0,GCA_044588845.1,2024-11-06,2
GCA_044588855.1_ASM4458885v1_genomic.fna,"CP172811.1 Salmonella enterica subsp. enterica serovar Agona strain R19.0219 chromosome, complete genome ;(+2 contigs)",2024,5233712,5233712,1464114,0.27974676482007416,0.27974676482007416,2.2379741185605933,1308428,1.1189870592802966,0.23797411856059325,30269924.0,0.0,GCA_044588855.1,2024-11-06,3
GCA_044589065.1_ASM4458906v1_genomic.fna,"CP172807.1 Salmonella enterica subsp. enterica serovar Agona strain R21.1020 chromosome, complete genome ;(+1 contigs)",2024,5113968,5113968,1429970,0.27962044345995124,0.27962044345995124,2.23696354767961,1278492,1.118481773839805,0.23696354767960992,29549924.0,0.0,GCA_044589065.1,2024-11-06,2
GCA_044998955.1_ASM4499895v1_genomic.fna,CP173281.1 Salmonella enterica subsp. enterica serovar Kentucky strain s202011-11-complete chromosome ;(+3 contigs),2024,4913971,4913971,1372099,0.2792240735649437,0.2792240735649437,2.2337925885195498,1228493,1.1168960669698567,0.23379258851954976,28349924.0,0.0,GCA_044998955.1,2024-11-18,4
GCA_044999545.1_ASM4499954v1_genomic.fna,"CP173296.1 Salmonella enterica subsp. enterica serovar Typhi strain 2CTRGujarat chromosome, complete genome ;(+15 contigs)",2024,5058325,5058325,1417134,0.2801587482022211,0.2801587482022211,2.2412699856177687,1264582,1.1206343281811697,0.2412699856177687,29213924.0,0.0,GCA_044999545.1,2024-11-18,16
GCA_044999555.1_ASM4499955v1_genomic.fna,"CP173288.1 Salmonella enterica subsp. enterica serovar Typhi strain Toprani chromosome, complete genome ;(+3 contigs)",2024,4938941,4938941,1383377,0.28009587480393067,0.28009587480393067,2.2407669984314453,1234736,1.1203828186754092,0.24076699843144533,28499924.0,0.0,GCA_044999555.1,2024-11-18,4
GCA_045000095.1_ASM4500009v1_genomic.fna,"CP173312.1 Salmonella enterica subsp. enterica serovar Typhi strain 1CTRMumbai chromosome, complete genome ;(+4 contigs)",2024,4906354,4906354,1373728,0.27998958085780196,0.27998958085780196,2.2399166468624157,1226589,1.119957866897551,0.23991664686241565,28301924.0,0.0,GCA_045000095.1,2024-11-18,5
GCA_044999565.1_ASM4499956v1_genomic.fna,"CP173292.1 Salmonella enterica subsp. enterica serovar Typhi strain 11_1036 chromosome, complete genome ;(+3 contigs)",2024,5004808,5004808,1401639,0.28005849575048636,0.28005849575048636,2.240467966003891,1251202,1.1202339830019454,0.24046796600389087,28895924.0,0.0,GCA_044999565.1,2024-11-18,4
GCA_045004185.1_ASM4500418v1_genomic.fna,"CP173375.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28579 chromosome, complete genome ;(+1 contigs)",2024,4868397,4868397,1364873,0.28035367699059877,0.28035367699059877,2.24282941592479,1217100,1.1214140169254787,0.24282941592479013,28073924.0,0.0,GCA_045004185.1,2024-11-18,2
GCA_045004215.1_ASM4500421v1_genomic.fna,"CP173373.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28551 chromosome, complete genome ;(+1 contigs)",2024,4868317,4868317,1364105,0.2802005292588794,0.2802005292588794,2.241604234071035,1217080,1.120801426364742,0.24160423407103515,28073924.0,0.0,GCA_045004215.1,2024-11-18,2
GCA_045004235.1_ASM4500423v1_genomic.fna,"CP173371.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28449 chromosome, complete genome ;(+2 contigs)",2024,4913600,4913600,1376839,0.28020982578964504,0.28020982578964504,2.2416786063171603,1228400,1.1208393031585802,0.24167860631716032,28349924.0,0.0,GCA_045004235.1,2024-11-18,3
GCA_045004255.1_ASM4500425v1_genomic.fna,"CP173380.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28568 chromosome, complete genome ;(+1 contigs)",2024,4868373,4868373,1364193,0.28021538201777063,0.28021538201777063,2.241723056142165,1217094,1.1208608373716409,0.24172305614216505,28073924.0,0.0,GCA_045004255.1,2024-11-18,2
GCA_045014165.1_ASM4501416v1_genomic.fna,"CP141194.1 Salmonella enterica strain 26 chromosome, complete genome",2024,4771101,4771101,1336106,0.2800414411684012,0.2800414411684012,2.2403315293472095,1192776,1.1201650603298523,0.24033152934720947,27491924.0,0.0,GCA_045014165.1,2024-11-18,1
GCA_045004275.1_ASM4500427v1_genomic.fna,"CP173378.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28456 chromosome, complete genome ;(+2 contigs)",2024,4913698,4913698,1376762,0.28018856673731274,0.28018856673731274,2.241508533898502,1228425,1.1207538107739585,0.2415085338985019,28349924.0,0.0,GCA_045004275.1,2024-11-18,3
GCA_045014795.1_ASM4501479v1_genomic.fna,"CP141195.1 Salmonella enterica strain 42 chromosome, complete genome",2024,4771096,4771096,1336070,0.2800341892093557,0.2800341892093557,2.2402735136748455,1192774,1.1201367568374228,0.2402735136748455,27491924.0,0.0,GCA_045014795.1,2024-11-18,1
GCA_045037845.1_ASM4503784v1_genomic.fna,"CP173656.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28554 chromosome, complete genome ;(+2 contigs)",2024,4913576,4913576,1377280,0.28030094578775216,0.28030094578775216,2.2424075663020173,1228394,1.1212037831510087,0.24240756630201732,28349924.0,0.0,GCA_045037845.1,2024-11-19,3
GCA_045037885.1_ASM4503788v1_genomic.fna,"CP173647.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28447 chromosome, complete genome ;(+2 contigs)",2024,4913584,4913584,1376621,0.28016637143071127,0.28016637143071127,2.24133097144569,1228396,1.120665485722845,0.24133097144569016,28349924.0,0.0,GCA_045037885.1,2024-11-19,3
GCA_045037895.1_ASM4503789v1_genomic.fna,"CP173650.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28448 chromosome, complete genome ;(+2 contigs)",2024,4913583,4913583,1376720,0.2801865766793804,0.2801865766793804,2.2414926134350432,1228396,1.1207460786261108,0.24149261343504325,28349924.0,0.0,GCA_045037895.1,2024-11-19,3
GCA_045037905.1_ASM4503790v1_genomic.fna,"CP173653.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28553 chromosome, complete genome ;(+2 contigs)",2024,4913625,4913625,1376571,0.2801538578951385,0.2801538578951385,2.241230863161108,1228407,1.1206147473923544,0.2412308631611082,28349924.0,0.0,GCA_045037905.1,2024-11-19,3
GCA_045037915.1_ASM4503791v1_genomic.fna,"CP173638.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28523 chromosome, complete genome ;(+1 contigs)",2024,4868350,4868350,1364018,0.28018075939486686,0.28018075939486686,2.241446075158935,1217088,1.1207225771677973,0.2414460751589349,28073924.0,0.0,GCA_045037915.1,2024-11-19,2
GCA_045037925.1_ASM4503792v1_genomic.fna,"CP173641.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28467 chromosome, complete genome ;(+2 contigs)",2024,4913618,4913618,1376755,0.28019170395419424,0.28019170395419424,2.241533631633554,1228405,1.1207663596289497,0.2415336316335539,28349924.0,0.0,GCA_045037925.1,2024-11-19,3
GCA_045037935.1_ASM4503793v1_genomic.fna,"CP173644.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28445 chromosome, complete genome ;(+2 contigs)",2024,4913585,4913585,1377089,0.280261560551003,0.280261560551003,2.242092484408024,1228397,1.1210455577472105,0.2420924844080239,28349924.0,0.0,GCA_045037935.1,2024-11-19,3
GCA_045037955.1_ASM4503795v1_genomic.fna,"CP173658.1 Salmonella enterica subsp. enterica serovar Enteritidis strain S-28539 chromosome, complete genome ;(+1 contigs)",2024,4868372,4868372,1364141,0.28020475838740344,0.28020475838740344,2.2416380670992275,1217093,1.1208190335496138,0.24163806709922753,28073924.0,0.0,GCA_045037955.1,2024-11-19,2
