accession,year,n_bases,optimal_2bit_bytes,zlib_bytes,zlib_bytes_corrected,n_contigs,file
GCF_029223645.1,2023,4766891,1191722.75,1334763,1326522.5,2,GCF_029223645.1_ASM2922364v1_genomic.fna
GCF_029224065.1,2023,5058486,1264621.5,1416294,1408053.5,2,GCF_029224065.1_ASM2922406v1_genomic.fna
GCF_029224085.1,2023,5081353,1270338.25,1422301,1414060.5,2,GCF_029224085.1_ASM2922408v1_genomic.fna
GCF_029224105.1,2023,5134918,1283729.5,1436988,1428747.5,3,GCF_029224105.1_ASM2922410v1_genomic.fna
GCF_029224125.1,2023,5401436,1350359.0,1509970,1501729.5,3,GCF_029224125.1_ASM2922412v1_genomic.fna
GCF_029227835.1,2023,4833500,1208375.0,1352571,1344330.5,2,GCF_029227835.1_ASM2922783v1_genomic.fna
GCF_029227855.1,2023,5230856,1307714.0,1462790,1454549.5,3,GCF_029227855.1_ASM2922785v1_genomic.fna
GCF_029227875.1,2023,4787374,1196843.5,1340594,1332353.5,2,GCF_029227875.1_ASM2922787v1_genomic.fna
GCF_029227895.1,2023,5263153,1315788.25,1471105,1462864.5,4,GCF_029227895.1_ASM2922789v1_genomic.fna
GCF_029278625.2,2023,5329856,1332464.0,1491429,1483188.5,7,GCF_029278625.2_ASM2927862v2_genomic.fna
GCF_029318875.1,2023,5475315,1368828.75,1533602,1525361.5,4,GCF_029318875.1_ASM2931887v1_genomic.fna
GCF_029318935.1,2023,5476092,1369023.0,1534074,1525833.5,4,GCF_029318935.1_ASM2931893v1_genomic.fna
GCF_029318975.1,2023,5751882,1437970.5,1600761,1592520.5,6,GCF_029318975.1_ASM2931897v1_genomic.fna
GCF_029319035.1,2023,5751071,1437767.75,1600775,1592534.5,6,GCF_029319035.1_ASM2931903v1_genomic.fna
GCF_029319085.1,2023,5485364,1371341.0,1536997,1528756.5,7,GCF_029319085.1_ASM2931908v1_genomic.fna
GCF_029536615.1,2023,5408598,1352149.5,1513456,1505215.5,8,GCF_029536615.1_ASM2953661v1_genomic.fna
GCF_029536635.1,2023,5161491,1290372.75,1446324,1438083.5,4,GCF_029536635.1_ASM2953663v1_genomic.fna
GCF_029536655.1,2023,5002660,1250665.0,1401023,1392782.5,3,GCF_029536655.1_ASM2953665v1_genomic.fna
GCF_029536675.1,2023,5341634,1335408.5,1495729,1487488.5,6,GCF_029536675.1_ASM2953667v1_genomic.fna
GCF_029536695.1,2023,5098211,1274552.75,1428854,1420613.5,1,GCF_029536695.1_ASM2953669v1_genomic.fna
GCF_029537195.1,2023,5212300,1303075.0,1460574,1452333.5,2,GCF_029537195.1_ASM2953719v1_genomic.fna
GCF_029542125.1,2023,5016877,1254219.25,1403284,1395043.5,3,GCF_029542125.1_ASM2954212v1_genomic.fna
GCF_029542525.1,2023,5075373,1268843.25,1418877,1410636.5,2,GCF_029542525.1_ASM2954252v1_genomic.fna
GCF_029590495.1,2023,5549910,1387477.5,1554398,1546157.5,3,GCF_029590495.1_ASM2959049v1_genomic.fna
GCF_029623635.1,2023,5141453,1285363.25,1439748,1431507.5,3,GCF_029623635.1_ASM2962363v1_genomic.fna
GCF_029625095.1,2023,5051056,1262764.0,1413075,1404834.5,2,GCF_029625095.1_ASM2962509v1_genomic.fna
GCF_029625115.1,2023,5215227,1303806.75,1461858,1453617.5,2,GCF_029625115.1_ASM2962511v1_genomic.fna
GCF_029625135.1,2023,5398220,1349555.0,1510066,1501825.5,2,GCF_029625135.1_ASM2962513v1_genomic.fna
GCF_029625155.1,2023,5070581,1267645.25,1417634,1409393.5,2,GCF_029625155.1_ASM2962515v1_genomic.fna
GCF_029625175.1,2023,4936456,1234114.0,1381350,1373109.5,2,GCF_029625175.1_ASM2962517v1_genomic.fna
GCF_029625195.1,2023,5051071,1262767.75,1412971,1404730.5,2,GCF_029625195.1_ASM2962519v1_genomic.fna
GCF_029625455.1,2023,5051071,1262767.75,1412231,1403990.5,2,GCF_029625455.1_ASM2962545v1_genomic.fna
GCF_029635575.1,2023,5383905,1345976.25,1508857,1500616.5,4,GCF_029635575.1_ASM2963557v1_genomic.fna
GCF_029635835.1,2023,4591259,1147814.75,1286128,1277887.5,1,GCF_029635835.1_ASM2963583v1_genomic.fna
GCF_029635865.1,2023,4578061,1144515.25,1282847,1274606.5,1,GCF_029635865.1_ASM2963586v1_genomic.fna
GCF_029635885.1,2023,4576970,1144242.5,1282506,1274265.5,1,GCF_029635885.1_ASM2963588v1_genomic.fna
GCF_029636765.1,2023,4832576,1208144.0,1347261,1339020.5,6,GCF_029636765.1_ASM2963676v1_genomic.fna
GCF_029636785.1,2023,5011422,1252855.5,1402754,1394513.5,2,GCF_029636785.1_ASM2963678v1_genomic.fna
GCF_029636805.1,2023,5013954,1253488.5,1403447,1395206.5,3,GCF_029636805.1_ASM2963680v1_genomic.fna
GCF_029674645.1,2023,5833592,1458398.0,1632167,1623926.5,9,GCF_029674645.1_ASM2967464v1_genomic.fna
GCF_029674705.1,2023,4801879,1200469.75,1344886,1336645.5,1,GCF_029674705.1_ASM2967470v1_genomic.fna
GCF_029849135.1,2023,5055223,1263805.75,1415149,1406908.5,4,GCF_029849135.1_ASM2984913v1_genomic.fna
GCF_029854375.1,2023,4800078,1200019.5,1344971,1336730.5,1,GCF_029854375.1_ASM2985437v1_genomic.fna
GCF_029854395.1,2023,4781552,1195388.0,1339118,1330877.5,1,GCF_029854395.1_ASM2985439v1_genomic.fna
GCF_029854475.1,2023,4960624,1240156.0,1387639,1379398.5,4,GCF_029854475.1_ASM2985447v1_genomic.fna
GCF_029854495.1,2023,5090871,1272717.75,1425287,1417046.5,7,GCF_029854495.1_ASM2985449v1_genomic.fna
GCF_029854515.1,2023,4952064,1238016.0,1386351,1378110.5,5,GCF_029854515.1_ASM2985451v1_genomic.fna
GCF_029854535.1,2023,5037018,1259254.5,1410160,1401919.5,7,GCF_029854535.1_ASM2985453v1_genomic.fna
GCF_029854555.1,2023,4940402,1235100.5,1382879,1374638.5,4,GCF_029854555.1_ASM2985455v1_genomic.fna
GCF_029854615.1,2023,5203912,1300978.0,1455502,1447261.5,4,GCF_029854615.1_ASM2985461v1_genomic.fna
GCF_029855145.1,2023,5180851,1295212.75,1450847,1442606.5,6,GCF_029855145.1_ASM2985514v1_genomic.fna
GCF_029855165.1,2023,4950007,1237501.75,1385770,1377529.5,3,GCF_029855165.1_ASM2985516v1_genomic.fna
GCF_029909715.1,2023,4999979,1249994.75,1399408,1391167.5,3,GCF_029909715.1_ASM2990971v1_genomic.fna
GCF_029916805.1,2023,4808066,1202016.5,1343678,1335437.5,2,GCF_029916805.1_ASM2991680v1_genomic.fna
GCF_029916845.1,2023,4848652,1212163.0,1349530,1341289.5,3,GCF_029916845.1_ASM2991684v1_genomic.fna
GCF_029962285.1,2023,5774699,1443674.75,1616729,1608488.5,4,GCF_029962285.1_ASM2996228v1_genomic.fna
GCF_029962405.1,2023,5099979,1274994.75,1428263,1420022.5,1,GCF_029962405.1_ASM2996240v1_genomic.fna
GCF_029962425.1,2023,5085570,1271392.5,1425903,1417662.5,1,GCF_029962425.1_ASM2996242v1_genomic.fna
GCF_029962445.1,2023,5099806,1274951.5,1428261,1420020.5,1,GCF_029962445.1_ASM2996244v1_genomic.fna
GCF_029987615.1,2023,5235596,1308899.0,1465495,1457254.5,2,GCF_029987615.1_ASM2998761v1_genomic.fna
GCF_029987755.1,2023,5236639,1309159.75,1465934,1457693.5,2,GCF_029987755.1_ASM2998775v1_genomic.fna
GCF_029987875.1,2023,5235587,1308896.75,1465477,1457236.5,2,GCF_029987875.1_ASM2998787v1_genomic.fna
GCF_029987955.1,2023,5498078,1374519.5,1539258,1531017.5,4,GCF_029987955.1_ASM2998795v1_genomic.fna
GCF_029988575.1,2023,5210610,1302652.5,1459189,1450948.5,2,GCF_029988575.1_ASM2998857v1_genomic.fna
GCF_029988835.1,2023,5206824,1301706.0,1458468,1450227.5,2,GCF_029988835.1_ASM2998883v1_genomic.fna
GCF_029989065.1,2023,5237008,1309252.0,1465953,1457712.5,2,GCF_029989065.1_ASM2998906v1_genomic.fna
GCF_029989245.1,2023,5235587,1308896.75,1465479,1457238.5,2,GCF_029989245.1_ASM2998924v1_genomic.fna
GCF_029989405.1,2023,5391335,1347833.75,1509963,1501722.5,2,GCF_029989405.1_ASM2998940v1_genomic.fna
GCF_029989625.1,2023,5391006,1347751.5,1509847,1501606.5,2,GCF_029989625.1_ASM2998962v1_genomic.fna
GCF_029989825.1,2023,5392976,1348244.0,1510615,1502374.5,2,GCF_029989825.1_ASM2998982v1_genomic.fna
GCF_029989965.1,2023,5435290,1358822.5,1522003,1513762.5,2,GCF_029989965.1_ASM2998996v1_genomic.fna
GCF_029990145.1,2023,5223100,1305775.0,1461951,1453710.5,2,GCF_029990145.1_ASM2999014v1_genomic.fna
GCF_029990275.1,2023,5238343,1309585.75,1466266,1458025.5,3,GCF_029990275.1_ASM2999027v1_genomic.fna
GCF_029990355.1,2023,5291752,1322938.0,1480869,1472628.5,5,GCF_029990355.1_ASM2999035v1_genomic.fna
GCF_029990375.1,2023,5423507,1355876.75,1517627,1509386.5,2,GCF_029990375.1_ASM2999037v1_genomic.fna
GCF_029990415.1,2023,5447122,1361780.5,1524676,1516435.5,11,GCF_029990415.1_ASM2999041v1_genomic.fna
GCF_029990455.1,2023,5392914,1348228.5,1510352,1502111.5,2,GCF_029990455.1_ASM2999045v1_genomic.fna
GCF_029990495.1,2023,5182884,1295721.0,1451766,1443525.5,5,GCF_029990495.1_ASM2999049v1_genomic.fna
GCF_029990555.1,2023,5300229,1325057.25,1483203,1474962.5,6,GCF_029990555.1_ASM2999055v1_genomic.fna
GCF_029990605.1,2023,5181707,1295426.75,1450947,1442706.5,2,GCF_029990605.1_ASM2999060v1_genomic.fna
GCF_029991025.1,2023,5237271,1309317.75,1465975,1457734.5,2,GCF_029991025.1_ASM2999102v1_genomic.fna
GCF_029991095.1,2023,5236773,1309193.25,1465898,1457657.5,2,GCF_029991095.1_ASM2999109v1_genomic.fna
GCF_029991165.1,2023,5243649,1310912.25,1467838,1459597.5,3,GCF_029991165.1_ASM2999116v1_genomic.fna
GCF_029991185.1,2023,5094046,1273511.5,1426437,1418196.5,2,GCF_029991185.1_ASM2999118v1_genomic.fna
GCF_029991195.1,2023,5391668,1347917.0,1509956,1501715.5,2,GCF_029991195.1_ASM2999119v1_genomic.fna
GCF_030007975.1,2023,5622430,1405607.5,1574459,1566218.5,5,GCF_030007975.1_ASM3000797v1_genomic.fna
GCF_030012585.1,2023,5202734,1300683.5,1456940,1448699.5,6,GCF_030012585.1_ASM3001258v1_genomic.fna
GCF_030012625.1,2023,5272039,1318009.75,1476888,1468647.5,4,GCF_030012625.1_ASM3001262v1_genomic.fna
GCF_030012645.1,2023,5274950,1318737.5,1477427,1469186.5,4,GCF_030012645.1_ASM3001264v1_genomic.fna
GCF_030012665.1,2023,5483490,1370872.5,1532130,1523889.5,6,GCF_030012665.1_ASM3001266v1_genomic.fna
GCF_030012725.1,2023,6137935,1534483.75,1715037,1706796.5,19,GCF_030012725.1_ASM3001272v1_genomic.fna
GCF_030012745.1,2023,5465581,1366395.25,1528963,1520722.5,6,GCF_030012745.1_ASM3001274v1_genomic.fna
GCF_030012765.1,2023,5105109,1276277.25,1426790,1418549.5,9,GCF_030012765.1_ASM3001276v1_genomic.fna
GCF_030012785.1,2023,5320948,1330237.0,1490249,1482008.5,6,GCF_030012785.1_ASM3001278v1_genomic.fna
GCF_030013005.1,2023,5693933,1423483.25,1588812,1580571.5,12,GCF_030013005.1_ASM3001300v1_genomic.fna
GCF_030013025.1,2023,5395387,1348846.75,1510592,1502351.5,5,GCF_030013025.1_ASM3001302v1_genomic.fna
GCF_030013045.1,2023,5331621,1332905.25,1493331,1485090.5,4,GCF_030013045.1_ASM3001304v1_genomic.fna
GCF_030013085.1,2023,5056433,1264108.25,1415101,1406860.5,3,GCF_030013085.1_ASM3001308v1_genomic.fna
GCF_030013105.1,2023,5585754,1396438.5,1562114,1553873.5,5,GCF_030013105.1_ASM3001310v1_genomic.fna
GCF_030013125.1,2023,4808103,1202025.75,1346496,1338255.5,4,GCF_030013125.1_ASM3001312v1_genomic.fna
GCF_030013145.1,2023,5239226,1309806.5,1468119,1459878.5,5,GCF_030013145.1_ASM3001314v1_genomic.fna
GCF_030013165.1,2023,5870584,1467646.0,1639858,1631617.5,9,GCF_030013165.1_ASM3001316v1_genomic.fna
GCF_030013185.1,2023,5570091,1392522.75,1558185,1549944.5,5,GCF_030013185.1_ASM3001318v1_genomic.fna
GCF_030013205.1,2023,5496554,1374138.5,1539135,1530894.5,4,GCF_030013205.1_ASM3001320v1_genomic.fna
GCF_030013225.1,2023,5189800,1297450.0,1454144,1445903.5,3,GCF_030013225.1_ASM3001322v1_genomic.fna
GCF_030013245.1,2023,5069380,1267345.0,1419819,1411578.5,5,GCF_030013245.1_ASM3001324v1_genomic.fna
GCF_030013265.1,2023,5332260,1333065.0,1491384,1483143.5,6,GCF_030013265.1_ASM3001326v1_genomic.fna
GCF_030013305.1,2023,5217751,1304437.75,1461444,1453203.5,3,GCF_030013305.1_ASM3001330v1_genomic.fna
GCF_030013325.1,2023,5217743,1304435.75,1461358,1453117.5,3,GCF_030013325.1_ASM3001332v1_genomic.fna
GCF_030013345.1,2023,5151144,1287786.0,1443128,1434887.5,2,GCF_030013345.1_ASM3001334v1_genomic.fna
GCF_030013365.1,2023,5105505,1276376.25,1430075,1421834.5,4,GCF_030013365.1_ASM3001336v1_genomic.fna
GCF_030013385.1,2023,5315617,1328904.25,1489115,1480874.5,5,GCF_030013385.1_ASM3001338v1_genomic.fna
GCF_030013435.1,2023,5612776,1403194.0,1565585,1557344.5,7,GCF_030013435.1_ASM3001343v1_genomic.fna
GCF_030013455.1,2023,5202382,1300595.5,1457229,1448988.5,3,GCF_030013455.1_ASM3001345v1_genomic.fna
GCF_030013475.1,2023,5474328,1368582.0,1531623,1523382.5,5,GCF_030013475.1_ASM3001347v1_genomic.fna
GCF_030013495.1,2023,5009601,1252400.25,1402999,1394758.5,6,GCF_030013495.1_ASM3001349v1_genomic.fna
GCF_030013575.1,2023,5197681,1299420.25,1452451,1444210.5,10,GCF_030013575.1_ASM3001357v1_genomic.fna
GCF_030013595.1,2023,6061767,1515441.75,1697574,1689333.5,7,GCF_030013595.1_ASM3001359v1_genomic.fna
GCF_030013675.1,2023,5642534,1410633.5,1574947,1566706.5,9,GCF_030013675.1_ASM3001367v1_genomic.fna
GCF_030013715.1,2023,5644263,1411065.75,1574797,1566556.5,9,GCF_030013715.1_ASM3001371v1_genomic.fna
GCF_030013735.1,2023,5406116,1351529.0,1513854,1505613.5,7,GCF_030013735.1_ASM3001373v1_genomic.fna
GCF_030013755.1,2023,5414801,1353700.25,1512968,1504727.5,5,GCF_030013755.1_ASM3001375v1_genomic.fna
GCF_030013785.1,2023,5536231,1384057.75,1548692,1540451.5,7,GCF_030013785.1_ASM3001378v1_genomic.fna
GCF_030013825.1,2023,5149498,1287374.5,1440040,1431799.5,8,GCF_030013825.1_ASM3001382v1_genomic.fna
GCF_030013845.1,2023,4946057,1236514.25,1384630,1376389.5,4,GCF_030013845.1_ASM3001384v1_genomic.fna
GCF_030013865.1,2023,5246201,1311550.25,1465131,1456890.5,9,GCF_030013865.1_ASM3001386v1_genomic.fna
GCF_030028135.1,2023,4688171,1172042.75,1313799,1305558.5,1,GCF_030028135.1_ASM3002813v1_genomic.fna
GCF_030028155.1,2023,4688163,1172040.75,1313815,1305574.5,1,GCF_030028155.1_ASM3002815v1_genomic.fna
GCF_030028175.1,2023,4688187,1172046.75,1313809,1305568.5,1,GCF_030028175.1_ASM3002817v1_genomic.fna
GCF_030028195.1,2023,4688200,1172050.0,1313767,1305526.5,1,GCF_030028195.1_ASM3002819v1_genomic.fna
GCF_030028215.1,2023,4687487,1171871.75,1313589,1305348.5,1,GCF_030028215.1_ASM3002821v1_genomic.fna
GCF_030035525.1,2023,5324124,1331031.0,1489521,1481280.5,3,GCF_030035525.1_ASM3003552v1_genomic.fna
GCF_030035545.1,2023,5415097,1353774.25,1514808,1506567.5,3,GCF_030035545.1_ASM3003554v1_genomic.fna
GCF_030035565.1,2023,5373932,1343483.0,1503513,1495272.5,3,GCF_030035565.1_ASM3003556v1_genomic.fna
GCF_030036655.1,2023,5235333,1308833.25,1465463,1457222.5,2,GCF_030036655.1_ASM3003665v1_genomic.fna
GCF_030036675.1,2023,5220971,1305242.75,1461332,1453091.5,2,GCF_030036675.1_ASM3003667v1_genomic.fna
GCF_030036695.1,2023,5248053,1312013.25,1469008,1460767.5,2,GCF_030036695.1_ASM3003669v1_genomic.fna
GCF_030036715.1,2023,5246739,1311684.75,1467995,1459754.5,3,GCF_030036715.1_ASM3003671v1_genomic.fna
GCF_030036755.1,2023,5055036,1263759.0,1415511,1407270.5,2,GCF_030036755.1_ASM3003675v1_genomic.fna
GCF_030036775.1,2023,5146272,1286568.0,1441412,1433171.5,2,GCF_030036775.1_ASM3003677v1_genomic.fna
GCF_030036795.1,2023,5235969,1308992.25,1465383,1457142.5,4,GCF_030036795.1_ASM3003679v1_genomic.fna
GCF_030036835.1,2023,5097370,1274342.5,1426620,1418379.5,3,GCF_030036835.1_ASM3003683v1_genomic.fna
GCF_030036855.1,2023,5070224,1267556.0,1419996,1411755.5,3,GCF_030036855.1_ASM3003685v1_genomic.fna
GCF_030036875.1,2023,4973976,1243494.0,1393906,1385665.5,2,GCF_030036875.1_ASM3003687v1_genomic.fna
GCF_030036895.1,2023,5052832,1263208.0,1415854,1407613.5,3,GCF_030036895.1_ASM3003689v1_genomic.fna
GCF_030036925.1,2023,5163221,1290805.25,1445478,1437237.5,4,GCF_030036925.1_ASM3003692v1_genomic.fna
GCF_030037135.1,2023,4956892,1239223.0,1388131,1379890.5,2,GCF_030037135.1_ASM3003713v1_genomic.fna
GCF_030037255.1,2023,5428737,1357184.25,1518224,1509983.5,6,GCF_030037255.1_ASM3003725v1_genomic.fna
GCF_030037445.1,2023,5285866,1321466.5,1478693,1470452.5,4,GCF_030037445.1_ASM3003744v1_genomic.fna
GCF_030037615.1,2023,5112321,1278080.25,1430253,1422012.5,4,GCF_030037615.1_ASM3003761v1_genomic.fna
GCF_030037835.1,2023,5241102,1310275.5,1468084,1459843.5,7,GCF_030037835.1_ASM3003783v1_genomic.fna
GCF_030037975.1,2023,5320554,1330138.5,1489844,1481603.5,5,GCF_030037975.1_ASM3003797v1_genomic.fna
GCF_030038515.1,2023,5227310,1306827.5,1463568,1455327.5,6,GCF_030038515.1_ASM3003851v1_genomic.fna
GCF_030038665.1,2023,5239732,1309933.0,1466935,1458694.5,6,GCF_030038665.1_ASM3003866v1_genomic.fna
GCF_030038915.1,2023,5190573,1297643.25,1453322,1445081.5,7,GCF_030038915.1_ASM3003891v1_genomic.fna
GCF_030039075.1,2023,5127882,1281970.5,1435044,1426803.5,5,GCF_030039075.1_ASM3003907v1_genomic.fna
GCF_030039225.1,2023,5151384,1287846.0,1442221,1433980.5,4,GCF_030039225.1_ASM3003922v1_genomic.fna
GCF_030039325.1,2023,5216952,1304238.0,1460454,1452213.5,5,GCF_030039325.1_ASM3003932v1_genomic.fna
GCF_030039345.1,2023,5163804,1290951.0,1445657,1437416.5,3,GCF_030039345.1_ASM3003934v1_genomic.fna
GCF_030039375.1,2023,5139189,1284797.25,1438692,1430451.5,5,GCF_030039375.1_ASM3003937v1_genomic.fna
GCF_030039395.1,2023,5092095,1273023.75,1425337,1417096.5,5,GCF_030039395.1_ASM3003939v1_genomic.fna
GCF_030039425.1,2023,5094956,1273739.0,1426838,1418597.5,5,GCF_030039425.1_ASM3003942v1_genomic.fna
GCF_030053855.1,2023,5130973,1282743.25,1435779,1427538.5,3,GCF_030053855.1_ASM3005385v1_genomic.fna
GCF_030063885.1,2023,5184596,1296149.0,1451191,1442950.5,2,GCF_030063885.1_ASM3006388v1_genomic.fna
GCF_030142205.1,2023,4608707,1152176.75,1291348,1283107.5,1,GCF_030142205.1_ASM3014220v1_genomic.fna
GCF_030142245.1,2023,4605786,1151446.5,1290491,1282250.5,1,GCF_030142245.1_ASM3014224v1_genomic.fna
GCF_030142335.1,2023,4606093,1151523.25,1290384,1282143.5,1,GCF_030142335.1_ASM3014233v1_genomic.fna
GCF_030142415.1,2023,4604478,1151119.5,1289841,1281600.5,1,GCF_030142415.1_ASM3014241v1_genomic.fna
GCF_030142475.1,2023,4632022,1158005.5,1297887,1289646.5,1,GCF_030142475.1_ASM3014247v1_genomic.fna
GCF_030161935.2,2023,5008605,1252151.25,1402439,1394198.5,6,GCF_030161935.2_ASM3016193v2_genomic.fna
GCF_030162015.2,2023,4942718,1235679.5,1382084,1373843.5,4,GCF_030162015.2_ASM3016201v2_genomic.fna
GCF_030162035.2,2023,5002734,1250683.5,1401780,1393539.5,3,GCF_030162035.2_ASM3016203v2_genomic.fna
GCF_030162075.2,2023,5011282,1252820.5,1403656,1395415.5,3,GCF_030162075.2_ASM3016207v2_genomic.fna
GCF_030162155.2,2023,4798951,1199737.75,1341283,1333042.5,8,GCF_030162155.2_ASM3016215v2_genomic.fna
GCF_030162175.2,2023,5195864,1298966.0,1454659,1446418.5,7,GCF_030162175.2_ASM3016217v2_genomic.fna
GCF_030162195.2,2023,4892298,1223074.5,1367711,1359470.5,8,GCF_030162195.2_ASM3016219v2_genomic.fna
GCF_030166495.1,2023,4850574,1212643.5,1355320,1347079.5,2,GCF_030166495.1_ASM3016649v1_genomic.fna
GCF_030166515.1,2023,4668134,1167033.5,1307248,1299007.5,2,GCF_030166515.1_ASM3016651v1_genomic.fna
GCF_030166535.1,2023,4973812,1243453.0,1391991,1383750.5,3,GCF_030166535.1_ASM3016653v1_genomic.fna
GCF_030168675.1,2023,5318218,1329554.5,1489026,1480785.5,4,GCF_030168675.1_ASM3016867v1_genomic.fna
GCF_030168695.1,2023,4728870,1182217.5,1324008,1315767.5,3,GCF_030168695.1_ASM3016869v1_genomic.fna
GCF_030168715.1,2023,4999924,1249981.0,1399683,1391442.5,4,GCF_030168715.1_ASM3016871v1_genomic.fna
GCF_030168735.1,2023,5146945,1286736.25,1440193,1431952.5,4,GCF_030168735.1_ASM3016873v1_genomic.fna
GCF_030168755.1,2023,5435203,1358800.75,1519184,1510943.5,8,GCF_030168755.1_ASM3016875v1_genomic.fna
GCF_030169195.1,2023,5116602,1279150.5,1431590,1423349.5,5,GCF_030169195.1_ASM3016919v1_genomic.fna
GCF_030169335.1,2023,5117266,1279316.5,1431581,1423340.5,5,GCF_030169335.1_ASM3016933v1_genomic.fna
GCF_030169475.1,2023,5048890,1262222.5,1410226,1401985.5,9,GCF_030169475.1_ASM3016947v1_genomic.fna
GCF_030169635.1,2023,5457308,1364327.0,1525064,1516823.5,8,GCF_030169635.1_ASM3016963v1_genomic.fna
GCF_030273345.1,2023,4994154,1248538.5,1398045,1389804.5,6,GCF_030273345.1_ASM3027334v1_genomic.fna
GCF_030285485.1,2023,5165039,1291259.75,1444761,1436520.5,3,GCF_030285485.1_ASM3028548v1_genomic.fna
GCF_030285505.1,2023,5267038,1316759.5,1473161,1464920.5,6,GCF_030285505.1_ASM3028550v1_genomic.fna
GCF_030285525.1,2023,5314486,1328621.5,1487568,1479327.5,3,GCF_030285525.1_ASM3028552v1_genomic.fna
GCF_030285545.1,2023,5280411,1320102.75,1478676,1470435.5,4,GCF_030285545.1_ASM3028554v1_genomic.fna
GCF_030285565.1,2023,5504236,1376059.0,1529585,1521344.5,10,GCF_030285565.1_ASM3028556v1_genomic.fna
GCF_030285585.1,2023,5691828,1422957.0,1590844,1582603.5,5,GCF_030285585.1_ASM3028558v1_genomic.fna
GCF_030285605.1,2023,5243467,1310866.75,1468193,1459952.5,2,GCF_030285605.1_ASM3028560v1_genomic.fna
GCF_030295055.1,2023,5052012,1263003.0,1413434,1405193.5,5,GCF_030295055.1_ASM3029505v1_genomic.fna
GCF_030295075.1,2023,4891226,1222806.5,1367486,1359245.5,2,GCF_030295075.1_ASM3029507v1_genomic.fna
GCF_030295485.1,2023,5125506,1281376.5,1436149,1427908.5,3,GCF_030295485.1_ASM3029548v1_genomic.fna
GCF_030295505.1,2023,5109215,1277303.75,1430554,1422313.5,6,GCF_030295505.1_ASM3029550v1_genomic.fna
GCF_030295525.1,2023,5202722,1300680.5,1457004,1448763.5,5,GCF_030295525.1_ASM3029552v1_genomic.fna
GCF_030295545.1,2023,5281796,1320449.0,1478892,1470651.5,4,GCF_030295545.1_ASM3029554v1_genomic.fna
GCF_030295585.1,2023,5259148,1314787.0,1473302,1465061.5,8,GCF_030295585.1_ASM3029558v1_genomic.fna
GCF_030295605.1,2023,5127983,1281995.75,1435207,1426966.5,2,GCF_030295605.1_ASM3029560v1_genomic.fna
GCF_030295625.1,2023,5235036,1308759.0,1465650,1457409.5,2,GCF_030295625.1_ASM3029562v1_genomic.fna
GCF_030295645.1,2023,5209051,1302262.75,1458401,1450160.5,4,GCF_030295645.1_ASM3029564v1_genomic.fna
GCF_030296095.1,2023,5152731,1288182.75,1443279,1435038.5,3,GCF_030296095.1_ASM3029609v1_genomic.fna
GCF_030296115.1,2023,5012450,1253112.5,1402727,1394486.5,4,GCF_030296115.1_ASM3029611v1_genomic.fna
GCF_030296135.1,2023,5037170,1259292.5,1411003,1402762.5,3,GCF_030296135.1_ASM3029613v1_genomic.fna
GCF_030296155.1,2023,5566989,1391747.25,1558809,1550568.5,6,GCF_030296155.1_ASM3029615v1_genomic.fna
GCF_030296175.1,2023,5327449,1331862.25,1491580,1483339.5,2,GCF_030296175.1_ASM3029617v1_genomic.fna
GCF_030296195.1,2023,5186831,1296707.75,1452541,1444300.5,4,GCF_030296195.1_ASM3029619v1_genomic.fna
GCF_030296215.1,2023,4976691,1244172.75,1387216,1378975.5,4,GCF_030296215.1_ASM3029621v1_genomic.fna
GCF_030296235.1,2023,5469690,1367422.5,1527889,1519648.5,5,GCF_030296235.1_ASM3029623v1_genomic.fna
GCF_030296255.1,2023,5268388,1317097.0,1472106,1463865.5,4,GCF_030296255.1_ASM3029625v1_genomic.fna
GCF_030296275.1,2023,5274513,1318628.25,1473731,1465490.5,4,GCF_030296275.1_ASM3029627v1_genomic.fna
GCF_030296295.1,2023,4862256,1215564.0,1359004,1350763.5,5,GCF_030296295.1_ASM3029629v1_genomic.fna
GCF_030297395.1,2023,5396957,1349239.25,1510764,1502523.5,3,GCF_030297395.1_ASM3029739v1_genomic.fna
GCF_030316195.1,2023,4705865,1176466.25,1318013,1309772.5,2,GCF_030316195.1_ASM3031619v1_genomic.fna
GCF_030344975.1,2023,5447838,1361959.5,1524567,1516326.5,5,GCF_030344975.1_ASM3034497v1_genomic.fna
GCF_030345415.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345415.1_ASM3034541v1_genomic.fna
GCF_030345435.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345435.1_ASM3034543v1_genomic.fna
GCF_030345455.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345455.1_ASM3034545v1_genomic.fna
GCF_030345475.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345475.1_ASM3034547v1_genomic.fna
GCF_030345495.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345495.1_ASM3034549v1_genomic.fna
GCF_030345515.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345515.1_ASM3034551v1_genomic.fna
GCF_030345535.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345535.1_ASM3034553v1_genomic.fna
GCF_030345555.1,2023,4687476,1171869.0,1313298,1305057.5,1,GCF_030345555.1_ASM3034555v1_genomic.fna
